priority,alert_id,score,hostname,severity,user_count,service,rule_name,targeted_users,summary,src_ip,attempt_count,mitre_technique_id,username,mitre_technique_name
high,ALERT-0988,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-tok-03.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0989,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-nyc-01.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0990,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-tok-03.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0991,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on web-sgp-02.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0992,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-ldn-02.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0993,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on web-sgp-02.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0994,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-nyc-01.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0995,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-tok-03.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0996,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on db-ber-01.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0997,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-ldn-02.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0998,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 220.90.14.5 made 18 login attempts against user admin on srv-ldn-02.,220.90.14.5,18,T1110,admin,Brute Force
high,ALERT-0999,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-nyc-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1000,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-tok-03.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1001,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-nyc-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1002,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on db-ber-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1003,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on web-sgp-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1004,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-nyc-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1005,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-ldn-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1006,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-ldn-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1007,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-ldn-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1008,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-tok-03.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1009,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on db-ber-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1010,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on db-ber-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1011,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-tok-03.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1012,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-ldn-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1013,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-ldn-02.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1014,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on db-ber-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1015,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on srv-nyc-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1016,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 152.240.177.234 made 18 login attempts against user admin on db-ber-01.,152.240.177.234,18,T1110,admin,Brute Force
high,ALERT-1017,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-ldn-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1018,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1019,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-nyc-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1020,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1021,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on web-sgp-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1022,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1023,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on web-sgp-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1024,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-nyc-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1025,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1026,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-tok-03.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1027,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-ldn-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1028,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-nyc-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1029,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-tok-03.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1030,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-ldn-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1031,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-ldn-02.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1032,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1033,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on db-ber-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1034,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 170.6.145.1 made 18 login attempts against user admin on srv-nyc-01.,170.6.145.1,18,T1110,admin,Brute Force
high,ALERT-1035,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-ldn-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1036,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on web-sgp-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1037,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-ldn-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1038,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-tok-03.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1039,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-nyc-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1040,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-tok-03.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1041,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-tok-03.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1042,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-tok-03.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1043,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-ldn-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1044,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-nyc-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1045,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-ldn-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1046,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-nyc-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1047,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-ldn-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1048,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on db-ber-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1049,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-tok-03.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1050,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on db-ber-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1051,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on web-sgp-02.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1052,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 197.224.129.177 made 18 login attempts against user admin on srv-nyc-01.,197.224.129.177,18,T1110,admin,Brute Force
high,ALERT-1053,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on db-ber-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1054,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-ldn-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1055,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-nyc-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1056,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-tok-03.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1057,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on db-ber-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1058,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on db-ber-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1059,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-tok-03.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1060,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-tok-03.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1061,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-ldn-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1062,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on db-ber-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1063,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on web-sgp-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1064,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-ldn-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1065,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-nyc-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1066,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-nyc-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1067,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-ldn-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1068,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-ldn-02.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1069,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-tok-03.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1070,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 123.188.224.100 made 18 login attempts against user admin on srv-nyc-01.,123.188.224.100,18,T1110,admin,Brute Force
high,ALERT-1071,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-ldn-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1072,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1073,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-nyc-01.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1074,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1075,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1076,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1077,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-nyc-01.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1078,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-tok-03.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1079,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-nyc-01.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1080,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-ldn-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1081,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-nyc-01.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1082,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-ldn-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1083,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-tok-03.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1084,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-nyc-01.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1085,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1086,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on web-sgp-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1087,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-ldn-02.,195.138.64.75,18,T1110,admin,Brute Force
high,ALERT-1088,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 195.138.64.75 made 18 login attempts against user admin on srv-ldn-02.,195.138.64.75,18,T1110,admin,Brute Force
medium,ALERT-1089,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on web-sgp-02.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1090,70,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on srv-tok-03.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1091,70,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on srv-tok-03.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1092,70,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on db-ber-01.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1093,70,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on db-ber-01.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1094,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on web-sgp-02.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1095,70,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on db-ber-01.,204.59.225.235,8,T1110,admin,Brute Force
medium,ALERT-1096,70,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 204.59.225.235 made 8 login attempts against user admin on srv-ldn-02.,204.59.225.235,8,T1110,admin,Brute Force
high,ALERT-1097,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1098,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1099,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on db-ber-01.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1100,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on db-ber-01.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1101,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on db-ber-01.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1102,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-tok-03.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1103,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1104,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-tok-03.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1105,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-ldn-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1106,75,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on db-ber-01.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1107,75,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-ldn-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1108,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-tok-03.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1109,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1110,75,srv-tok-03,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-tok-03.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1111,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1112,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1113,75,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on srv-nyc-01.,183.204.209.193,18,T1110,admin,Brute Force
high,ALERT-1114,75,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 183.204.209.193 made 18 login attempts against user admin on web-sgp-02.,183.204.209.193,18,T1110,admin,Brute Force
medium,ALERT-1115,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on web-sgp-02.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1116,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on web-sgp-02.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1117,70,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on srv-nyc-01.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1118,70,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on db-ber-01.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1119,70,db-ber-01,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on db-ber-01.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1120,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on web-sgp-02.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1121,70,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on srv-ldn-02.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1122,70,srv-nyc-01,high,,ssh,Brute Force Login Attempt,,Source IP 212.231.115.115 made 8 login attempts against user admin on srv-nyc-01.,212.231.115.115,8,T1110,admin,Brute Force
medium,ALERT-1123,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on web-sgp-02.,128.14.171.241,6,T1110,admin,Brute Force
medium,ALERT-1124,70,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on srv-ldn-02.,128.14.171.241,6,T1110,admin,Brute Force
medium,ALERT-1125,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on web-sgp-02.,128.14.171.241,6,T1110,admin,Brute Force
medium,ALERT-1126,70,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on srv-ldn-02.,128.14.171.241,6,T1110,admin,Brute Force
medium,ALERT-1127,70,srv-ldn-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on srv-ldn-02.,128.14.171.241,6,T1110,admin,Brute Force
medium,ALERT-1128,70,web-sgp-02,high,,ssh,Brute Force Login Attempt,,Source IP 128.14.171.241 made 6 login attempts against user admin on web-sgp-02.,128.14.171.241,6,T1110,admin,Brute Force
